       x               Bx            y              By             z           Bz       gamma          ID
  1.81376300E-02 -7.66379232E-03 -1.57558721E-04  6.76888796E-03  0.00000000E+00  5.58503531E-01  1.20563399E+00  9.93000000E+02
 -9.25255984E-03 -5.91681700E-03  1.96965537E-02  9.63584546E-03  0.00000000E+00  5.58774156E-01  1.20591946E+00  9.94000000E+02
 -6.76356095E-03  1.76999716E-03  1.99777881E-02  2.09207747E-03  0.00000000E+00  5.32013610E-01  1.18101211E+00  9.95000000E+02
  4.19291501E-03 -9.20481972E-03 -3.41458816E-03  1.09462707E-03  0.00000000E+00  5.54089611E-01  1.20133769E+00  9.96000000E+02
 -1.71276553E-02 -2.89671389E-03  3.59364008E-03  8.47788361E-03  0.00000000E+00  5.52579870E-01  1.19988702E+00  9.97000000E+02
  1.56487416E-02 -9.20975797E-04 -5.38440738E-03  4.07623884E-03  0.00000000E+00  5.39967323E-01  1.18810619E+00  9.98000000E+02
 -1.09004299E-02  1.03135252E-02  2.15012656E-03  5.70266551E-03  0.00000000E+00  5.59676451E-01  1.20681502E+00  9.99000000E+02
  5.93057016E-03 -2.97161546E-03  3.23260086E-03 -9.38196360E-03  0.00000000E+00  5.62938804E-01  1.21000922E+00  1.00000000E+03
 -1.92855652E-02 -2.72581372E-04 -2.40636175E-03  5.80934354E-03  0.00000000E+00  5.65338485E-01  1.21235852E+00  1.00100000E+03
  1.64006235E-02 -5.18700172E-03 -1.86269947E-02  3.48563113E-03  0.00000000E+00  5.36233556E-01  1.18476883E+00  1.00200000E+03
 -1.86866443E-02 -2.96066801E-03 -9.80507722E-03  8.02268521E-03  0.00000000E+00  5.63902403E-01  1.21095112E+00  1.00300000E+03
  1.02238712E-02 -3.11418115E-03 -3.25044522E-04  5.39620601E-04  0.00000000E+00  5.61220945E-01  1.20822561E+00  1.00400000E+03
 -1.88437304E-02 -7.84636182E-04  1.22206461E-02  7.99357782E-03  0.00000000E+00  5.40947706E-01  1.18903537E+00  1.00500000E+03
 -1.26661682E-03 -1.66138083E-03 -7.61632488E-03 -2.58396988E-03  0.00000000E+00  5.55108326E-01  1.20225198E+00  1.00600000E+03
 -3.82424142E-03  7.53674345E-03 -3.89211681E-03 -1.47649687E-03  0.00000000E+00  5.56645971E-01  1.20378327E+00  1.00700000E+03
 -7.00349876E-03 -1.26067668E-03 -1.17728432E-02 -6.55745523E-03  0.00000000E+00  5.36706465E-01  1.18519558E+00  1.00800000E+03
  1.26158515E-02 -4.59229708E-03 -4.06946646E-03 -6.21940657E-03  0.00000000E+00  5.31595209E-01  1.18068876E+00  1.00900000E+03
  1.93240927E-02 -2.57705486E-03 -1.09047576E-02 -2.11494477E-03  0.00000000E+00  5.62777417E-01  1.20977241E+00  1.01000000E+03
 -3.80274191E-03  1.58383088E-03 -6.79553763E-03  1.26445100E-03  0.00000000E+00  5.49204615E-01  1.19662247E+00  1.01100000E+03
  1.19932048E-02 -8.07191107E-03  1.62745349E-02  2.83970455E-03  0.00000000E+00  5.49024890E-01  1.19651260E+00  1.01200000E+03
 -1.65276154E-02  9.73256533E-03 -1.30441758E-02 -6.06274531E-03  0.00000000E+00  5.27176004E-01  1.17691539E+00  1.01300000E+03
  1.43734643E-02 -1.04876689E-02  1.41543817E-04  7.53351053E-04  0.00000000E+00  5.64113449E-01  1.21119580E+00  1.01400000E+03
 -5.55810897E-03  1.09004986E-02 -1.59701567E-02 -4.50942547E-03  0.00000000E+00  5.45072744E-01  1.19288218E+00  1.01500000E+03
 -1.24949477E-02 -8.85275246E-04  1.46554720E-02 -4.50095110E-03  0.00000000E+00  5.32345554E-01  1.18131437E+00  1.01600000E+03
  1.13627874E-02 -8.11529880E-03 -2.31860894E-03 -7.06599788E-03  0.00000000E+00  5.45529246E-01  1.19328509E+00  1.01700000E+03
 -8.21653484E-03 -2.28678560E-03 -8.41334781E-03 -8.22611640E-03  0.00000000E+00  5.55399797E-01  1.20258849E+00  1.01800000E+03
 -1.88180263E-03 -8.14279312E-03 -1.44201365E-02  9.24334177E-03  0.00000000E+00  5.64208366E-01  1.21132756E+00  1.01900000E+03
  9.19313126E-03  9.92419143E-03 -9.42078527E-03  8.77420822E-03  0.00000000E+00  5.29879919E-01  1.17928809E+00  1.02000000E+03
  1.24551541E-02  3.15644020E-03  1.14815802E-02 -9.32434813E-04  0.00000000E+00  5.59355242E-01  1.20638683E+00  1.02100000E+03
 -9.72152496E-03 -5.80797476E-03  1.72155371E-03 -1.02943874E-02  0.00000000E+00  5.38218477E-01  1.18663028E+00  1.02200000E+03
 -1.78127269E-03 -8.04909200E-03 -1.55505794E-03 -6.44795738E-04  0.00000000E+00  5.56185749E-01  1.20334224E+00  1.02300000E+03
  1.92940458E-02 -2.72119715E-03  1.02577380E-03  6.07278958E-03  0.00000000E+00  5.45454023E-01  1.19315464E+00  1.02400000E+03
 -7.81133412E-03  1.34085405E-04 -1.33678277E-02 -6.85518720E-03  0.00000000E+00  5.54523488E-01  1.20172112E+00  1.02500000E+03
 -3.83792215E-03 -4.71391249E-03  1.58441339E-02 -3.86076311E-03  0.00000000E+00  5.54045977E-01  1.20125348E+00  1.02600000E+03
  1.05541447E-02 -6.86087716E-03 -1.24664172E-02 -3.81715393E-03  0.00000000E+00  5.55713691E-01  1.20288211E+00  1.02700000E+03
 -1.09098273E-02  7.57695053E-03  9.91886124E-03 -6.29054966E-03  0.00000000E+00  5.62996805E-01  1.21006718E+00  1.02800000E+03
  1.54246861E-02 -3.45896626E-03  1.06574879E-02  5.44501234E-04  0.00000000E+00  5.60177783E-01  1.20719730E+00  1.02900000E+03
 -1.34292181E-02 -4.89473708E-03 -1.06217695E-02 -2.72964443E-03  0.00000000E+00  5.41351749E-01  1.18937525E+00  1.03000000E+03
 -4.12655419E-03 -3.93047719E-03 -3.51232295E-03  6.94056199E-03  0.00000000E+00  5.53638827E-01  1.20088573E+00  1.03100000E+03
 -1.12483294E-02 -8.76282678E-04  5.79901846E-03  9.92538148E-03  0.00000000E+00  5.54123096E-01  1.20138144E+00  1.03200000E+03
  1.89487217E-02 -2.58239859E-03 -1.78593680E-02 -3.58498983E-03  0.00000000E+00  5.56456783E-01  1.20356524E+00  1.03300000E+03
  1.61324986E-02  5.44961552E-03  1.65618328E-02 -9.38201791E-04  0.00000000E+00  5.29664053E-01  1.17898183E+00  1.03400000E+03
 -8.28868302E-03  8.79663034E-03 -9.27372677E-03  4.23674210E-04  0.00000000E+00  5.66989411E-01  1.21406666E+00  1.03500000E+03
  1.07213571E-02  1.02992623E-04  4.08387034E-03  1.62900391E-03  0.00000000E+00  5.27796605E-01  1.17734428E+00  1.03600000E+03
 -2.16166695E-03 -5.16399294E-03  1.85493195E-02 -6.80389608E-03  0.00000000E+00  5.31492097E-01  1.18060941E+00  1.03700000E+03
 -1.87479009E-02  3.10521712E-03  7.67543514E-03 -4.60723696E-03  0.00000000E+00  5.63570642E-01  1.21058166E+00  1.03800000E+03
 -1.89340011E-02 -3.92724465E-04  1.15832094E-02 -9.23949619E-03  0.00000000E+00  5.41150769E-01  1.18923777E+00  1.03900000E+03
  1.75871130E-02 -6.90414183E-03 -1.22936275E-02 -3.17888023E-03  0.00000000E+00  5.45473552E-01  1.19318419E+00  1.04000000E+03
 -1.12747229E-02  9.60614722E-03  3.05539597E-03  6.42236557E-03  0.00000000E+00  5.58035586E-01  1.20520180E+00  1.04100000E+03
 -1.84781422E-02 -7.10691635E-03  1.42311631E-02  9.66546120E-03  0.00000000E+00  5.30372888E-01  1.17969103E+00  1.04200000E+03
  5.29665793E-03 -8.41399235E-03 -2.53791369E-03  5.63488552E-03  0.00000000E+00  5.36037914E-01  1.18464721E+00  1.04300000E+03
 -1.98379938E-02  1.00497254E-02  5.85157899E-03 -6.97857101E-04  0.00000000E+00  5.42342084E-01  1.19033822E+00  1.04400000E+03
  8.80050653E-03 -1.77216267E-03 -1.55129848E-02  2.14600456E-03  0.00000000E+00  5.29237986E-01  1.17859364E+00  1.04500000E+03
  1.52547527E-02  1.53778863E-03 -1.26459697E-02  8.62816912E-04  0.00000000E+00  5.57560169E-01  1.20462384E+00  1.04600000E+03
  4.69554148E-03 -4.36413504E-03  1.07934347E-02  8.20369309E-03  0.00000000E+00  5.40224739E-01  1.18839723E+00  1.04700000E+03
 -8.33960624E-03 -1.08187971E-02 -1.99414888E-02 -4.89306631E-03  0.00000000E+00  5.47656656E-01  1.19528735E+00  1.04800000E+03
 -1.03472611E-02 -1.67084428E-03 -1.66940165E-02 -8.19699097E-03  0.00000000E+00  5.26383017E-01  1.17618497E+00  1.04900000E+03
  2.86746439E-03 -1.09193253E-02  1.25804535E-02 -1.72692320E-04  0.00000000E+00  5.60223384E-01  1.20733638E+00  1.05000000E+03
  5.67267978E-03 -1.52435580E-03 -1.54510091E-02 -3.67983079E-03  0.00000000E+00  5.44412055E-01  1.19216727E+00  1.05100000E+03
 -2.68949658E-03  9.68741207E-03  1.29645620E-02 -2.99043841E-03  0.00000000E+00  5.61452535E-01  1.20853686E+00  1.05200000E+03
  1.60128020E-02 -1.01437169E-03 -2.14904954E-03 -3.28649582E-03  0.00000000E+00  5.31573669E-01  1.18063046E+00  1.05300000E+03
 -3.01376987E-05  7.45145270E-04 -1.25171800E-03  7.93004077E-03  0.00000000E+00  5.29040076E-01  1.17846780E+00  1.05400000E+03
  8.51168036E-03  3.24437182E-03  1.03758382E-02 -1.37641632E-03  0.00000000E+00  5.61673270E-01  1.20867593E+00  1.05500000E+03
 -1.16915028E-02  6.12851496E-03  1.76977302E-02  6.00110657E-03  0.00000000E+00  5.48164615E-01  1.19570529E+00  1.05600000E+03
 -2.08149482E-03 -1.05619862E-02  1.16877093E-02 -6.98404259E-03  0.00000000E+00  5.53562504E-01  1.20089630E+00  1.05700000E+03
  1.89896085E-03 -1.13545886E-03 -9.57425892E-03 -2.05683072E-03  0.00000000E+00  5.36792805E-01  1.18524021E+00  1.05800000E+03
 -1.34411422E-02 -6.97136617E-06 -1.13364608E-02 -5.94683715E-03  0.00000000E+00  5.43375112E-01  1.19122928E+00  1.05900000E+03
 -2.12167960E-03 -1.86346615E-03 -1.18502923E-02 -9.72137910E-03  0.00000000E+00  5.48758738E-01  1.19628362E+00  1.06000000E+03
 -3.40592950E-03  4.08505264E-03 -1.74074129E-02  7.19093004E-03  0.00000000E+00  5.43442564E-01  1.19131917E+00  1.06100000E+03
  7.83255964E-03 -2.62411435E-03 -1.37722281E-02 -8.05368386E-03  0.00000000E+00  5.46881548E-01  1.19450460E+00  1.06200000E+03
  1.31040278E-02  7.27488676E-03  1.92233032E-02  2.39513358E-03  0.00000000E+00  5.31243539E-01  1.18038037E+00  1.06300000E+03
  1.40097253E-02  9.77719059E-03  1.34368749E-02 -1.28877549E-03  0.00000000E+00  5.46584247E-01  1.19424938E+00  1.06400000E+03
 -1.69151293E-02  4.14236034E-03 -1.94892800E-02  7.83762265E-03  0.00000000E+00  5.55176413E-01  1.20237776E+00  1.06500000E+03
  1.26810018E-02  2.69701166E-03 -1.88701761E-02  6.31678666E-03  0.00000000E+00  5.59281384E-01  1.20634621E+00  1.06600000E+03
 -6.48083190E-03  2.66874993E-03 -1.89654200E-02  1.34626016E-03  0.00000000E+00  5.59769235E-01  1.20679209E+00  1.06700000E+03
 -1.99372879E-02  6.89102457E-03  8.63805939E-03  5.83082336E-04  0.00000000E+00  5.65733177E-01  1.21276896E+00  1.06800000E+03
 -1.17600404E-02  1.05305273E-02  1.80971919E-03  6.70435005E-03  0.00000000E+00  5.36685635E-01  1.18526958E+00  1.06900000E+03
 -7.53104049E-03 -2.76881991E-03  1.82575196E-03 -5.82767931E-03  0.00000000E+00  5.56897671E-01  1.20401266E+00  1.07000000E+03
  1.33383491E-02  8.02337016E-03 -1.21117654E-02  1.12463144E-02  0.00000000E+00  5.66298304E-01  1.21346769E+00  1.07100000E+03
 -3.43635438E-03  6.24237542E-03 -1.79582367E-02 -9.59844227E-03  0.00000000E+00  5.55167255E-01  1.20241457E+00  1.07200000E+03
 -1.67037957E-02  3.09932232E-03 -6.21605464E-04 -5.37468121E-03  0.00000000E+00  5.31557133E-01  1.18063794E+00  1.07300000E+03
 -7.79299313E-03  9.66059356E-03 -1.03938666E-02 -8.19556118E-03  0.00000000E+00  5.56577301E-01  1.20380513E+00  1.07400000E+03
  1.77251553E-03 -9.04613292E-05 -1.05045826E-02 -4.37909572E-03  0.00000000E+00  5.60841822E-01  1.20785873E+00  1.07500000E+03
  2.55659158E-03 -1.82150570E-03 -2.48057241E-03 -8.17285972E-03  0.00000000E+00  5.50746346E-01  1.19813475E+00  1.07600000E+03
  1.55240810E-02  6.30967240E-03 -1.04507635E-02 -6.32942336E-03  0.00000000E+00  5.34868294E-01  1.18358858E+00  1.07700000E+03
 -1.24500031E-02  9.36309716E-03  1.88750938E-02  3.67761783E-04  0.00000000E+00  5.64530208E-01  1.21159366E+00  1.07800000E+03
 -1.69878814E-03 -4.69235423E-03  1.24111049E-02  2.43750581E-03  0.00000000E+00  5.57772556E-01  1.20485267E+00  1.07900000E+03
  1.59450223E-02  3.73659798E-03  5.95545926E-03 -8.08777304E-03  0.00000000E+00  5.53084993E-01  1.20036895E+00  1.08000000E+03
  1.59967609E-02 -4.21210141E-03  1.77638367E-02 -2.45755465E-03  0.00000000E+00  5.30681772E-01  1.17986148E+00  1.08100000E+03
  4.03219782E-03  3.79583118E-03 -3.21826713E-03  2.18913887E-03  0.00000000E+00  5.28877351E-01  1.17829076E+00  1.08200000E+03
 -1.37153615E-02  8.44695162E-03  8.11211145E-03 -6.22186849E-03  0.00000000E+00  5.57789849E-01  1.20494135E+00  1.08300000E+03
  1.81818001E-02  5.09723076E-03  1.39461200E-02  5.89080863E-03  0.00000000E+00  5.47051397E-01  1.19465353E+00  1.08400000E+03
 -2.32048275E-03  7.30926505E-05 -3.64223428E-03  8.66417836E-03  0.00000000E+00  5.34151064E-01  1.18294947E+00  1.08500000E+03
 -9.40804512E-03  1.02272302E-02 -9.35637843E-03 -7.80313388E-03  0.00000000E+00  5.37887319E-01  1.18635419E+00  1.08600000E+03
  1.50399791E-02  6.85267038E-03  2.35257371E-03  9.14176742E-03  0.00000000E+00  5.39286620E-01  1.18758530E+00  1.08700000E+03
 -2.39014621E-03  6.51150614E-03 -2.71438047E-03 -3.30072411E-03  0.00000000E+00  5.32570947E-01  1.18153886E+00  1.08800000E+03
 -3.91968945E-03  7.48352282E-03  1.10339117E-02  1.40928835E-03  0.00000000E+00  5.49166584E-01  1.19663285E+00  1.08900000E+03
  6.33091588E-04 -4.51918995E-03 -8.95779068E-03  5.42074054E-04  0.00000000E+00  5.31030061E-01  1.18016275E+00  1.09000000E+03
  1.61960686E-02 -4.87461796E-03 -6.22600282E-03 -4.19002208E-03  0.00000000E+00  5.50131447E-01  1.19752830E+00  1.09100000E+03
  1.52253086E-02  8.77994228E-03  1.50232838E-02  9.65873480E-03  0.00000000E+00  5.48478581E-01  1.19608252E+00  1.09200000E+03
 -8.34908368E-03 -4.31588828E-05  9.08535386E-04  2.11047813E-03  0.00000000E+00  5.35399984E-01  1.18399803E+00  1.09300000E+03
 -1.65435278E-02  2.44308755E-03  1.92342231E-02 -1.04756767E-02  0.00000000E+00  5.62511822E-01  1.20960046E+00  1.09400000E+03
  1.17308241E-03 -5.14923875E-03 -1.98886869E-02 -9.92192273E-03  0.00000000E+00  5.26871726E-01  1.17664875E+00  1.09500000E+03
 -1.19739791E-02  5.88112512E-03  1.61408640E-03  1.64700389E-03  0.00000000E+00  5.51507293E-01  1.19882844E+00  1.09600000E+03
 -1.69427363E-02 -6.67957934E-03 -1.03897400E-02  8.80885188E-03  0.00000000E+00  5.62395354E-01  1.20949029E+00  1.09700000E+03
 -6.53334616E-03  4.44398257E-03 -8.35910411E-03  2.62877789E-03  0.00000000E+00  5.37179129E-01  1.18560338E+00  1.09800000E+03
 -1.89410194E-02 -9.45174926E-03 -1.19534452E-02 -5.84180274E-04  0.00000000E+00  5.44472938E-01  1.19228598E+00  1.09900000E+03
  1.93009698E-02 -9.42217603E-04 -1.82931415E-02 -7.19317364E-03  0.00000000E+00  5.35795875E-01  1.18439014E+00  1.10000000E+03
 -8.37722585E-03 -7.34178385E-03 -1.28902126E-02 -7.22038121E-03  0.00000000E+00  5.61520765E-01  1.20860736E+00  1.10100000E+03
  1.62055615E-02 -2.11115665E-03  1.54137719E-02  2.94592869E-03  0.00000000E+00  5.50594801E-01  1.19794226E+00  1.10200000E+03
 -8.47651258E-03  1.05227344E-02  3.28990673E-03 -7.84633925E-03  0.00000000E+00  5.37262125E-01  1.18579909E+00  1.10300000E+03
 -1.52979837E-02  6.35594131E-03  6.22089904E-04  1.47789390E-03  0.00000000E+00  5.63016231E-01  1.21003837E+00  1.10400000E+03
  1.63963458E-02 -5.99802687E-03  2.73592557E-03 -8.00622943E-03  0.00000000E+00  5.30820314E-01  1.18004495E+00  1.10500000E+03
  2.25239595E-03  9.97195656E-04  1.52004648E-02  3.14311313E-03  0.00000000E+00  5.55922068E-01  1.20303954E+00  1.10600000E+03
  1.17368997E-03 -1.08256802E-02 -1.30109103E-02  4.71142892E-03  0.00000000E+00  5.62068283E-01  1.20918025E+00  1.10700000E+03
  8.32740999E-03  3.89007135E-03 -3.52604968E-03 -3.07283920E-03  0.00000000E+00  5.54966289E-01  1.20212815E+00  1.10800000E+03
 -1.59814217E-03  2.31595696E-03 -1.57840543E-02  4.17225069E-03  0.00000000E+00  5.47151088E-01  1.19471421E+00  1.10900000E+03
 -4.96235060E-03 -5.44786628E-04 -1.91480556E-02 -5.65164245E-03  0.00000000E+00  5.50963894E-01  1.19830832E+00  1.11000000E+03
  8.36811489E-03 -5.58415770E-03  8.01436100E-03 -5.79875303E-03  0.00000000E+00  5.58531563E-01  1.20562661E+00  1.11100000E+03
  1.33013184E-02 -4.10577461E-03  1.46524087E-02  1.39622011E-04  0.00000000E+00  5.33589142E-01  1.18240507E+00  1.11200000E+03
  3.60518430E-03  4.08327509E-03 -1.22313489E-02 -4.83827647E-03  0.00000000E+00  5.44220385E-01  1.19201104E+00  1.11300000E+03
  7.09631017E-03  8.27652815E-03  7.17010682E-03  3.45919235E-03  0.00000000E+00  5.46646132E-01  1.19429270E+00  1.11400000E+03
 -1.65109997E-02  1.02974259E-02 -1.13421510E-02  4.11369152E-03  0.00000000E+00  5.38731690E-01  1.18707829E+00  1.11500000E+03
 -1.09113588E-02  5.01147248E-03 -1.55359883E-02 -1.06991072E-02  0.00000000E+00  5.59854892E-01  1.20699123E+00  1.11600000E+03
 -2.52107859E-03 -3.49644110E-03  5.84582087E-03 -5.52258180E-03  0.00000000E+00  5.34434394E-01  1.18317335E+00  1.11700000E+03
  1.29049947E-02  6.04029567E-03 -1.06676493E-02  3.81943705E-03  0.00000000E+00  5.45520360E-01  1.19322188E+00  1.11800000E+03
 -2.47511904E-03  9.56542193E-03  1.31595092E-02 -9.60962822E-03  0.00000000E+00  5.29198864E-01  1.17870390E+00  1.11900000E+03
 -1.45323436E-02  1.04319567E-02  1.54979395E-02 -7.94772937E-04  0.00000000E+00  5.41302602E-01  1.18939615E+00  1.12000000E+03
  1.14889755E-02  4.52757203E-03 -1.93047310E-03 -1.92655682E-03  0.00000000E+00  5.55950961E-01  1.20307912E+00  1.12100000E+03
  3.89181849E-04 -6.07410383E-03  7.98592440E-03  7.30767361E-03  0.00000000E+00  5.53908800E-01  1.20116784E+00  1.12200000E+03
 -1.14174310E-02  7.97713047E-03 -4.55308691E-03 -8.31252082E-03  0.00000000E+00  5.47477412E-01  1.19511273E+00  1.12300000E+03
 -6.63002269E-03 -7.00943589E-03 -6.01261103E-03  8.97328996E-03  0.00000000E+00  5.40166155E-01  1.18838046E+00  1.12400000E+03
 -9.48926633E-03  6.62205819E-03  8.50808577E-03 -2.83774911E-03  0.00000000E+00  5.57645539E-01  1.20474972E+00  1.12500000E+03
 -9.86791183E-03 -9.88326128E-03 -1.53290696E-03  3.12456045E-03  0.00000000E+00  5.45294631E-01  1.19306064E+00  1.12600000E+03
  1.49518668E-02  8.57879990E-03 -1.73431914E-02  1.04123642E-02  0.00000000E+00  5.50347618E-01  1.19785351E+00  1.12700000E+03
 -1.71571136E-02 -8.24065204E-04  7.11102314E-03  3.19704587E-03  0.00000000E+00  5.66411937E-01  1.21342192E+00  1.12800000E+03
  4.13584595E-03  5.99571597E-03  1.20550977E-02 -7.37470468E-03  0.00000000E+00  5.46356365E-01  1.19403144E+00  1.12900000E+03
 -1.09033576E-02  9.07487464E-03  1.42471297E-02 -4.40956753E-03  0.00000000E+00  5.29246156E-01  1.17867771E+00  1.13000000E+03
 -4.96689753E-03 -6.06785251E-03  5.95612111E-03 -8.20062928E-03  0.00000000E+00  5.32649204E-01  1.18164950E+00  1.13100000E+03
  3.18952892E-04  1.04293546E-02 -9.15231120E-03  8.83695990E-03  0.00000000E+00  5.37772765E-01  1.18626918E+00  1.13200000E+03
  1.74353826E-03 -8.70822186E-03 -1.13060843E-02 -8.19798653E-03  0.00000000E+00  5.54484131E-01  1.20176657E+00  1.13300000E+03
  1.05205626E-02  5.57784243E-03 -1.95502002E-02 -8.09220663E-03  0.00000000E+00  5.31738419E-01  1.18084442E+00  1.13400000E+03
  5.89571861E-03  1.99666804E-03 -8.15723295E-03 -7.23960464E-03  0.00000000E+00  5.65471575E-01  1.21251275E+00  1.13500000E+03
  4.87065561E-03  4.78805143E-03 -1.64701257E-02  4.50471162E-03  0.00000000E+00  5.59177330E-01  1.20624059E+00  1.13600000E+03
  1.67234695E-02  9.00776669E-03  1.21819407E-02 -8.35440948E-03  0.00000000E+00  5.46189515E-01  1.19392787E+00  1.13700000E+03
  1.84549606E-02  8.49228168E-03 -9.55295319E-03  5.78678510E-03  0.00000000E+00  5.31030692E-01  1.18023308E+00  1.13800000E+03
  1.13897358E-03  7.66294782E-03  1.93939795E-02  7.72885389E-03  0.00000000E+00  5.54784025E-01  1.20203402E+00  1.13900000E+03
 -4.16440621E-03  4.58427700E-03  8.30562761E-03  4.13398537E-03  0.00000000E+00  5.37344390E-01  1.18576092E+00  1.14000000E+03
  1.15925512E-02  6.93796142E-03 -1.77532051E-02  3.53526186E-03  0.00000000E+00  5.45297319E-01  1.19302338E+00  1.14100000E+03
  4.01352669E-03  4.48813168E-03 -1.49249888E-02 -6.40048477E-03  0.00000000E+00  5.30877480E-01  1.18006280E+00  1.14200000E+03
  1.82775573E-02  2.87300335E-03 -1.96038825E-02 -9.32120620E-03  0.00000000E+00  5.56760866E-01  1.20392641E+00  1.14300000E+03
  1.41418585E-02 -2.13126227E-03 -5.54722413E-03 -1.96273864E-03  0.00000000E+00  5.52657953E-01  1.19989949E+00  1.14400000E+03
 -1.29131190E-02 -6.45994604E-04  5.36247293E-04 -6.12984100E-03  0.00000000E+00  5.48108959E-01  1.19562274E+00  1.14500000E+03
 -4.14811798E-03 -2.03592762E-03 -1.73468624E-02 -9.22759512E-03  0.00000000E+00  5.49453459E-01  1.19692980E+00  1.14600000E+03
  9.47115835E-03 -1.97587296E-03 -1.16198054E-02 -3.94792063E-03  0.00000000E+00  5.40764150E-01  1.18883069E+00  1.14700000E+03
 -1.40645655E-02 -7.64540600E-04  1.75614553E-02 -5.15275028E-03  0.00000000E+00  5.67780438E-01  1.21482541E+00  1.14800000E+03
  1.06760419E-02  8.45865448E-03 -1.90541730E-02  2.17924975E-03  0.00000000E+00  5.26991680E-01  1.17671209E+00  1.14900000E+03
 -1.75115039E-02 -6.41146746E-03  1.39977435E-02 -3.25470356E-03  0.00000000E+00  5.67356763E-01  1.21441652E+00  1.15000000E+03
  1.84763368E-02 -6.17276646E-03  9.57216686E-03  7.62814160E-03  0.00000000E+00  5.45761066E-01  1.19348351E+00  1.15100000E+03
  6.28022099E-03 -1.97083240E-04  1.87721465E-02  9.63870235E-03  0.00000000E+00  5.66303199E-01  1.21338518E+00  1.15200000E+03
  1.87212670E-02 -5.88681892E-03 -1.60986101E-02  1.69062251E-03  0.00000000E+00  5.30552494E-01  1.17976010E+00  1.15300000E+03
  7.51630540E-03 -1.04310895E-02  3.84491642E-03 -5.86232716E-03  0.00000000E+00  5.63792755E-01  1.21090353E+00  1.15400000E+03
 -1.12400956E-02  8.81160406E-04 -6.36889349E-03 -5.42419392E-03  0.00000000E+00  5.35405120E-01  1.18402396E+00  1.15500000E+03
  3.68486801E-04 -1.00892866E-02  4.38635988E-03 -2.15918227E-05  0.00000000E+00  5.50305416E-01  1.19774467E+00  1.15600000E+03
 -1.11077385E-02 -6.08603960E-03  5.32914549E-03 -3.43670190E-03  0.00000000E+00  5.51185715E-01  1.19853302E+00  1.15700000E+03
 -3.42425649E-04  6.50666269E-04 -4.47164057E-03 -1.63391889E-03  0.00000000E+00  5.60852549E-01  1.20785516E+00  1.15800000E+03
  3.50758480E-04  2.54817658E-03  2.55036163E-03 -2.78341987E-03  0.00000000E+00  5.27187746E-01  1.17682993E+00  1.15900000E+03
 -1.23909635E-03 -3.23140509E-03 -4.08915838E-03 -1.00016831E-02  0.00000000E+00  5.52300104E-01  1.19964620E+00  1.16000000E+03
  8.04639342E-03  7.23539226E-04  4.63819005E-03  4.31066908E-03  0.00000000E+00  5.57265836E-01  1.20435112E+00  1.16100000E+03
 -1.19501271E-02  6.13588839E-03  1.27449151E-02  3.87172413E-03  0.00000000E+00  5.50822856E-01  1.19819220E+00  1.16200000E+03
  1.43017055E-02  4.47760265E-03  9.59690329E-03 -7.93989080E-03  0.00000000E+00  5.66368146E-01  1.21344209E+00  1.16300000E+03
  1.86899504E-02 -6.70165471E-03 -4.21314881E-03  4.37914653E-03  0.00000000E+00  5.44218367E-01  1.19202951E+00  1.16400000E+03
  3.49889422E-05  1.80481743E-03 -1.18842957E-02  6.39309892E-03  0.00000000E+00  5.47155948E-01  1.19473696E+00  1.16500000E+03
  9.44263525E-03  9.23110063E-03 -7.75453581E-03  1.09153235E-02  0.00000000E+00  5.48306126E-01  1.19594978E+00  1.16600000E+03
 -1.04213354E-03  2.35035712E-03  1.70425958E-02 -4.44159548E-03  0.00000000E+00  5.47955652E-01  1.19546828E+00  1.16700000E+03
 -1.37828827E-02  7.70480082E-03  1.80318114E-02 -3.00548463E-03  0.00000000E+00  5.52986023E-01  1.20026480E+00  1.16800000E+03
  3.18162852E-03 -2.67352691E-03 -1.90839654E-02  6.00001166E-04  0.00000000E+00  5.59571693E-01  1.20659658E+00  1.16900000E+03
 -1.17916329E-02  2.84067925E-03 -1.46278652E-02 -9.96484034E-03  0.00000000E+00  5.57799897E-01  1.20494880E+00  1.17000000E+03
 -1.07734428E-02  9.98989352E-03 -1.20362389E-02 -6.78465089E-03  0.00000000E+00  5.45194624E-01  1.19300064E+00  1.17100000E+03
  1.19306574E-02 -7.99458744E-03  9.35668342E-03 -7.80050130E-04  0.00000000E+00  5.39100835E-01  1.18736230E+00  1.17200000E+03
  1.04502736E-02 -5.68961588E-03 -2.57216014E-03  2.90561306E-03  0.00000000E+00  5.33986055E-01  1.18277527E+00  1.17300000E+03
  1.10945030E-02  8.40114888E-03 -1.77638320E-02  5.08687636E-03  0.00000000E+00  5.67153456E-01  1.21425008E+00  1.17400000E+03
  8.27500707E-03  5.00126821E-03 -4.95919370E-03  4.23471521E-05  0.00000000E+00  5.36605840E-01  1.18508939E+00  1.17500000E+03
  9.45629237E-03  4.74662543E-03 -7.59519150E-03 -5.11143974E-04  0.00000000E+00  5.30156809E-01  1.17940359E+00  1.17600000E+03
  8.89720261E-03 -9.65357821E-03 -4.96983254E-03  2.47255776E-03  0.00000000E+00  5.59533240E-01  1.20663941E+00  1.17700000E+03
  1.70293902E-02 -3.25193934E-03 -8.81775406E-03 -3.02515666E-03  0.00000000E+00  5.51651483E-01  1.19895035E+00  1.17800000E+03
